InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,return_flag,order_value,Month,Weekday,Hour,risk_score
C565681,23256,CHILDRENS CUTLERY SPACEBOY ,-4,2011-09-06 10:42:00,4.15,15521.0,United Kingdom,1,-16.6,9,Tuesday,10,1.0
C565681,23254,CHILDRENS CUTLERY DOLLY GIRL ,-4,2011-09-06 10:42:00,4.15,15521.0,United Kingdom,1,-16.6,9,Tuesday,10,1.0
C565681,23203,JUMBO BAG VINTAGE DOILY ,-10,2011-09-06 10:42:00,2.08,15521.0,United Kingdom,1,-20.8,9,Tuesday,10,1.0
C565681,23201,JUMBO BAG ALPHABET,-10,2011-09-06 10:42:00,2.08,15521.0,United Kingdom,1,-20.8,9,Tuesday,10,1.0
C565681,22622,BOX OF VINTAGE ALPHABET BLOCKS,-2,2011-09-06 10:42:00,11.95,15521.0,United Kingdom,1,-23.9,9,Tuesday,10,1.0
C565681,22333,RETROSPOT PARTY BAG + STICKER SET,-8,2011-09-06 10:42:00,1.65,15521.0,United Kingdom,1,-13.2,9,Tuesday,10,1.0
C565681,22332,SKULLS PARTY BAG + STICKER SET,-8,2011-09-06 10:42:00,1.65,15521.0,United Kingdom,1,-13.2,9,Tuesday,10,1.0
C565681,21915,RED  HARMONICA IN BOX ,-12,2011-09-06 10:42:00,1.25,15521.0,United Kingdom,1,-15.0,9,Tuesday,10,1.0
C565681,21731,RED TOADSTOOL LED NIGHT LIGHT,-12,2011-09-06 10:42:00,1.65,15521.0,United Kingdom,1,-19.8,9,Tuesday,10,1.0
C565681,20749,ASSORTED COLOUR MINI CASES,-2,2011-09-06 10:42:00,7.95,15521.0,United Kingdom,1,-15.9,9,Tuesday,10,1.0
C565683,21891,TRADITIONAL WOODEN SKIPPING ROPE,-12,2011-09-06 10:42:00,1.45,15521.0,United Kingdom,1,-17.4,9,Tuesday,10,1.0
C565752,21686,MEDINA STAMPED METAL STOOL,-1,2011-09-06 12:58:00,39.95,17841.0,United Kingdom,1,-39.95,9,Tuesday,12,1.0
C565752,23237,SET OF 4 KNICK KNACK TINS LEAF,-1,2011-09-06 12:58:00,4.15,17841.0,United Kingdom,1,-4.15,9,Tuesday,12,0.9999999999886835
C565761,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-4,2011-09-06 13:59:00,3.95,16278.0,United Kingdom,1,-15.8,9,Tuesday,13,1.0
C565762,20724,RED RETROSPOT CHARLOTTE BAG,-19,2011-09-06 14:05:00,0.85,14040.0,United Kingdom,1,-16.15,9,Tuesday,14,1.0
C565789,84949,SILVER HANGING T-LIGHT HOLDER,-5,2011-09-07 09:07:00,1.65,16735.0,United Kingdom,1,-8.25,9,Wednesday,9,1.0
C565789,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-12,2011-09-07 09:07:00,1.65,16735.0,United Kingdom,1,-19.8,9,Wednesday,9,1.0
C565799,22624,IVORY KITCHEN SCALES,-1,2011-09-07 10:17:00,8.5,13999.0,United Kingdom,1,-8.5,9,Wednesday,10,1.0
C565804,22846,BREAD BIN DINER STYLE RED ,-1,2011-09-07 10:50:00,16.95,17491.0,United Kingdom,1,-16.95,9,Wednesday,10,1.0
C565843,21788,KIDS RAIN MAC BLUE,-1,2011-09-07 12:15:00,0.85,14606.0,United Kingdom,1,-0.85,9,Wednesday,12,0.9985396411736628
C565843,85194S,HANGING SPRING FLOWER EGG SMALL,-1,2011-09-07 12:15:00,0.19,14606.0,United Kingdom,1,-0.19,9,Wednesday,12,0.9422519143007185
C565843,22151,PLACE SETTING WHITE HEART,-1,2011-09-07 12:15:00,0.42,14606.0,United Kingdom,1,-0.42,9,Wednesday,12,0.9835997575604534
C565848,84991,60 TEATIME FAIRY CAKE CASES,-5,2011-09-07 12:48:00,0.55,14606.0,United Kingdom,1,-2.75,9,Wednesday,12,0.9999999999999718
C565848,22644,CERAMIC CHERRY CAKE MONEY BANK,-2,2011-09-07 12:48:00,1.45,14606.0,United Kingdom,1,-2.9,9,Wednesday,12,0.9999999978303895
C565848,22697,GREEN REGENCY TEACUP AND SAUCER,-2,2011-09-07 12:48:00,2.95,14606.0,United Kingdom,1,-5.9,9,Wednesday,12,0.9999999999999984
C565848,22698,PINK REGENCY TEACUP AND SAUCER,-2,2011-09-07 12:48:00,2.95,14606.0,United Kingdom,1,-5.9,9,Wednesday,12,0.9999999999999984
C565848,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,2011-09-07 12:48:00,2.95,14606.0,United Kingdom,1,-5.9,9,Wednesday,12,0.9999999999999984
C565848,21669,BLUE STRIPE CERAMIC DRAWER KNOB,-12,2011-09-07 12:48:00,1.45,14606.0,United Kingdom,1,-17.4,9,Wednesday,12,1.0
C565848,21670,BLUE SPOT CERAMIC DRAWER KNOB,-38,2011-09-07 12:48:00,1.45,14606.0,United Kingdom,1,-55.1,9,Wednesday,12,1.0
C565848,21671,RED SPOT CERAMIC DRAWER KNOB,-15,2011-09-07 12:48:00,1.45,14606.0,United Kingdom,1,-21.75,9,Wednesday,12,1.0
C565848,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,-36,2011-09-07 12:48:00,1.45,14606.0,United Kingdom,1,-52.2,9,Wednesday,12,1.0
C565848,22998,TRAVEL CARD WALLET KEEP CALM,-16,2011-09-07 12:48:00,0.42,14606.0,United Kingdom,1,-6.72,9,Wednesday,12,1.0
C565848,21479,WHITE SKULL HOT WATER BOTTLE ,-1,2011-09-07 12:48:00,4.25,14606.0,United Kingdom,1,-4.25,9,Wednesday,12,0.9999999999935745
C565848,84029E,RED WOOLLY HOTTIE WHITE HEART.,-1,2011-09-07 12:48:00,4.25,14606.0,United Kingdom,1,-4.25,9,Wednesday,12,0.9999999999935745
C565848,21485,RETROSPOT HEART HOT WATER BOTTLE,-1,2011-09-07 12:48:00,4.95,14606.0,United Kingdom,1,-4.95,9,Wednesday,12,0.9999999999998777
C565848,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-1,2011-09-07 12:48:00,4.25,14606.0,United Kingdom,1,-4.25,9,Wednesday,12,0.9999999999935745
C565848,47566,PARTY BUNTING,-1,2011-09-07 12:48:00,4.95,14606.0,United Kingdom,1,-4.95,9,Wednesday,12,0.9999999999998777
C565848,23201,JUMBO BAG ALPHABET,-1,2011-09-07 12:48:00,2.08,14606.0,United Kingdom,1,-2.08,9,Wednesday,12,0.9999986140084814
C565848,22385,JUMBO BAG SPACEBOY DESIGN,-1,2011-09-07 12:48:00,2.08,14606.0,United Kingdom,1,-2.08,9,Wednesday,12,0.9999986140084814
C565848,85099F,JUMBO BAG STRAWBERRY,-1,2011-09-07 12:48:00,2.08,14606.0,United Kingdom,1,-2.08,9,Wednesday,12,0.9999986140084814
C565848,21931,JUMBO STORAGE BAG SUKI,-1,2011-09-07 12:48:00,2.08,14606.0,United Kingdom,1,-2.08,9,Wednesday,12,0.9999986140084814
C565848,85099B,JUMBO BAG RED RETROSPOT,-4,2011-09-07 12:48:00,2.08,14606.0,United Kingdom,1,-8.32,9,Wednesday,12,1.0
C565848,22988,SOLDIERS EGG CUP ,-1,2011-09-07 12:48:00,1.25,14606.0,United Kingdom,1,-1.25,9,Wednesday,12,0.9998480045809492
C565848,22659,LUNCH BOX I LOVE LONDON,-1,2011-09-07 12:48:00,1.95,14606.0,United Kingdom,1,-1.95,9,Wednesday,12,0.999997107328022
C565848,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-1,2011-09-07 12:48:00,2.1,14606.0,United Kingdom,1,-2.1,9,Wednesday,12,0.9999987623417265
C565848,22713,CARD I LOVE LONDON ,-8,2011-09-07 12:48:00,0.42,14606.0,United Kingdom,1,-3.36,9,Wednesday,12,1.0
C565864,21833,CAMOUFLAGE LED TORCH,-5,2011-09-07 15:00:00,1.69,15752.0,United Kingdom,1,-8.45,9,Wednesday,15,1.0
C565925,POST,POSTAGE,-1,2011-09-08 10:02:00,18.0,12471.0,Germany,1,-18.0,9,Thursday,10,1.0
C565962,21156,RETROSPOT CHILDRENS APRON,-1,2011-09-08 11:25:00,1.95,14410.0,United Kingdom,1,-1.95,9,Thursday,11,0.9999975408179849
C565962,22899,CHILDREN'S APRON DOLLY GIRL ,-1,2011-09-08 11:25:00,2.1,14410.0,United Kingdom,1,-2.1,9,Thursday,11,0.9999989478149491
C565962,22367,CHILDRENS APRON SPACEBOY DESIGN,-2,2011-09-08 11:25:00,1.95,14410.0,United Kingdom,1,-3.9,9,Thursday,11,0.9999999999838365
C565962,M,Manual,-12,2011-09-08 11:25:00,1.25,14410.0,United Kingdom,1,-15.0,9,Thursday,11,1.0
C565962,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,-1,2011-09-08 11:25:00,2.95,14410.0,United Kingdom,1,-2.95,9,Thursday,11,0.9999999914336196
C565962,22975,SPACEBOY CHILDRENS EGG CUP,-1,2011-09-08 11:25:00,1.25,14410.0,United Kingdom,1,-1.25,9,Thursday,11,0.9998707794191896
C565962,22972,CHILDREN'S SPACEBOY MUG,-1,2011-09-08 11:25:00,1.65,14410.0,United Kingdom,1,-1.65,9,Thursday,11,0.9999865666532943
C565962,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,-17,2011-09-08 11:25:00,0.55,14410.0,United Kingdom,1,-9.35,9,Thursday,11,1.0
C565962,23309,SET OF 60 I LOVE LONDON CAKE CASES ,-15,2011-09-08 11:25:00,0.55,14410.0,United Kingdom,1,-8.25,9,Thursday,11,1.0
C565962,21927,BLUE/CREAM STRIPE CUSHION COVER ,-3,2011-09-08 11:25:00,1.25,14410.0,United Kingdom,1,-3.75,9,Thursday,11,0.9999999999988352
C565962,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-1,2011-09-08 11:25:00,0.85,14410.0,United Kingdom,1,-0.85,9,Thursday,11,0.9987582163665755
C566007,21790,VINTAGE SNAP CARDS,-24,2011-09-08 12:03:00,0.85,16076.0,United Kingdom,1,-20.4,9,Thursday,12,1.0
C566007,21790,VINTAGE SNAP CARDS,-48,2011-09-08 12:03:00,0.85,16076.0,United Kingdom,1,-40.8,9,Thursday,12,1.0
C566011,23080,RED METAL BOX TOP SECRET,-1,2011-09-08 12:11:00,8.25,14688.0,United Kingdom,1,-8.25,9,Thursday,12,1.0
C566012,23092,LARGE ANTIQUE WHITE PHOTO FRAME,-1,2011-09-08 12:15:00,6.65,17243.0,United Kingdom,1,-6.65,9,Thursday,12,1.0
C566036,21469,POLKA DOT RAFFIA FOOD COVER,-1,2011-09-08 13:21:00,3.75,17811.0,United Kingdom,1,-3.75,9,Thursday,13,0.9999999998719382
C566071,23245,SET OF 3 REGENCY CAKE TINS,-3,2011-09-08 17:56:00,4.95,17997.0,United Kingdom,1,-14.85,9,Thursday,17,1.0
C566071,23172,REGENCY TEA PLATE PINK,-22,2011-09-08 17:56:00,1.45,17997.0,United Kingdom,1,-31.9,9,Thursday,17,1.0
C566071,23171,REGENCY TEA PLATE GREEN ,-21,2011-09-08 17:56:00,1.45,17997.0,United Kingdom,1,-30.45,9,Thursday,17,1.0
C566071,23170,REGENCY TEA PLATE ROSES ,-48,2011-09-08 17:56:00,1.45,17997.0,United Kingdom,1,-69.6,9,Thursday,17,1.0
C566071,23173,REGENCY TEAPOT ROSES ,-8,2011-09-08 17:56:00,8.15,17997.0,United Kingdom,1,-65.2,9,Thursday,17,1.0
C566071,23174,REGENCY SUGAR BOWL GREEN,-18,2011-09-08 17:56:00,4.15,17997.0,United Kingdom,1,-74.7,9,Thursday,17,1.0
C566071,23175,REGENCY MILK JUG PINK ,-19,2011-09-08 17:56:00,2.75,17997.0,United Kingdom,1,-52.25,9,Thursday,17,1.0
C566078,D,Discount,-1,2011-09-09 09:38:00,45.33,13137.0,United Kingdom,1,-45.33,9,Friday,9,1.0
C566084,23173,REGENCY TEAPOT ROSES ,-1,2011-09-09 10:11:00,9.95,12621.0,Germany,1,-9.95,9,Friday,10,1.0
C566084,23172,REGENCY TEA PLATE PINK,-1,2011-09-09 10:11:00,1.65,12621.0,Germany,1,-1.65,9,Friday,10,0.9999966787916479
C566084,22699,ROSES REGENCY TEACUP AND SAUCER ,-6,2011-09-09 10:11:00,2.95,12621.0,Germany,1,-17.700000000000003,9,Friday,10,1.0
C566084,22698,PINK REGENCY TEACUP AND SAUCER,-3,2011-09-09 10:11:00,2.95,12621.0,Germany,1,-8.850000000000001,9,Friday,10,1.0
C566084,22697,GREEN REGENCY TEACUP AND SAUCER,-6,2011-09-09 10:11:00,2.95,12621.0,Germany,1,-17.700000000000003,9,Friday,10,1.0
C566088,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-09-09 10:24:00,4.95,14911.0,EIRE,1,-4.95,9,Friday,10,0.9999999999999676
C566088,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-3,2011-09-09 10:24:00,2.95,14911.0,EIRE,1,-8.850000000000001,9,Friday,10,1.0
C566090,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-6,2011-09-09 10:32:00,0.83,12477.0,Germany,1,-4.98,9,Friday,10,1.0
C566090,21668,RED STRIPE CERAMIC DRAWER KNOB,-12,2011-09-09 10:32:00,1.45,12477.0,Germany,1,-17.4,9,Friday,10,1.0
C566090,20685,DOORMAT RED RETROSPOT,-10,2011-09-09 10:32:00,7.08,12477.0,Germany,1,-70.8,9,Friday,10,1.0
C566161,21528,DAIRY MAID TRADITIONAL TEAPOT ,-1,2011-09-09 11:39:00,6.95,17696.0,United Kingdom,1,-6.95,9,Friday,11,1.0
C566165,22423,REGENCY CAKESTAND 3 TIER,-1,2011-09-09 11:57:00,12.75,14911.0,EIRE,1,-12.75,9,Friday,11,1.0
C566165,23110,PARISIENNE KEY CABINET ,-2,2011-09-09 11:57:00,5.75,14911.0,EIRE,1,-11.5,9,Friday,11,1.0
C566165,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-4,2011-09-09 11:57:00,2.95,14911.0,EIRE,1,-11.8,9,Friday,11,1.0
C566165,22796,PHOTO FRAME 3 CLASSIC HANGING,-4,2011-09-09 11:57:00,9.95,14911.0,EIRE,1,-39.8,9,Friday,11,1.0
C566166,21311,SET/4 BIRD MIRROR MAGNETS ,-6,2011-09-09 11:59:00,0.29,14194.0,United Kingdom,1,-1.7399999999999998,9,Friday,11,0.9999999999999796
C566167,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-09-09 12:00:00,2.95,17865.0,United Kingdom,1,-2.95,9,Friday,12,0.9999999899235849
C566167,22423,REGENCY CAKESTAND 3 TIER,-3,2011-09-09 12:00:00,12.75,17865.0,United Kingdom,1,-38.25,9,Friday,12,1.0
C566167,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-09-09 12:00:00,2.95,17865.0,United Kingdom,1,-2.95,9,Friday,12,0.9999999899235849
C566174,22635,CHILDS BREAKFAST SET DOLLY GIRL ,-1,2011-09-09 12:26:00,9.95,16309.0,United Kingdom,1,-9.95,9,Friday,12,1.0
C566174,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-09-09 12:26:00,9.95,16309.0,United Kingdom,1,-9.95,9,Friday,12,1.0
C566176,23348,CHILDRENS TOY COOKING UTENSIL SET,-2,2011-09-09 12:37:00,1.79,16133.0,United Kingdom,1,-3.58,9,Friday,12,0.9999999999134255
C566177,22349,DOG BOWL CHASING BALL DESIGN,-1,2011-09-09 12:38:00,3.75,14108.0,United Kingdom,1,-3.75,9,Friday,12,0.9999999998911293
C566180,21314,SMALL GLASS HEART TRINKET POT,-1,2011-09-09 12:52:00,2.1,16173.0,United Kingdom,1,-2.1,9,Friday,12,0.9999987623417265
C566180,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,-1,2011-09-09 12:52:00,3.75,16173.0,United Kingdom,1,-3.75,9,Friday,12,0.9999999998911293
C566180,22798,ANTIQUE GLASS DRESSING TABLE POT,-2,2011-09-09 12:52:00,2.95,16173.0,United Kingdom,1,-5.9,9,Friday,12,0.9999999999999984
C566181,23252,VINTAGE RED ENAMEL TRIM JUG ,-2,2011-09-09 12:53:00,3.75,14243.0,United Kingdom,1,-7.5,9,Friday,12,1.0
C566181,82581,TOILET METAL SIGN,-5,2011-09-09 12:53:00,0.55,14243.0,United Kingdom,1,-2.75,9,Friday,12,0.9999999999999718
C566182,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-09-09 12:55:00,4.95,14210.0,United Kingdom,1,-4.95,9,Friday,12,0.9999999999998777
C566183,23301,GARDENERS KNEELING PAD KEEP CALM ,-2,2011-09-09 12:59:00,1.65,14837.0,United Kingdom,1,-3.3,9,Friday,12,0.9999999996738287
C566183,20979,36 PENCILS TUBE RED RETROSPOT,-4,2011-09-09 12:59:00,1.25,14837.0,United Kingdom,1,-5.0,9,Friday,12,0.9999999999999998
C566185,22637,PIGGY BANK RETROSPOT ,-1,2011-09-09 13:02:00,2.1,18167.0,United Kingdom,1,-2.1,9,Friday,13,0.9999985441743822
C566185,21844,RED RETROSPOT MUG,-1,2011-09-09 13:02:00,2.55,18167.0,United Kingdom,1,-2.55,9,Friday,13,0.9999998859717482
C566185,21539,RED RETROSPOT BUTTER DISH,-2,2011-09-09 13:02:00,4.25,18167.0,United Kingdom,1,-8.5,9,Friday,13,1.0
C566187,M,Manual,-1,2011-09-09 13:03:00,110.45,14096.0,United Kingdom,1,-110.45,9,Friday,13,1.0
C566197,85066,CREAM SWEETHEART MINI CHEST,-1,2011-09-09 13:54:00,12.75,18109.0,United Kingdom,1,-12.75,9,Friday,13,1.0
C566205,22111,SCOTTIE DOG HOT WATER BOTTLE,-1,2011-09-09 14:58:00,4.95,16362.0,United Kingdom,1,-4.95,9,Friday,14,0.9999999999998308
C566205,21485,RETROSPOT HEART HOT WATER BOTTLE,-2,2011-09-09 14:58:00,4.95,16362.0,United Kingdom,1,-9.9,9,Friday,14,1.0
C566205,22356,CHARLOTTE BAG PINK POLKADOT,-4,2011-09-09 14:58:00,0.85,16362.0,United Kingdom,1,-3.4,9,Friday,14,0.9999999999998315
C566205,22355,CHARLOTTE BAG SUKI DESIGN,-5,2011-09-09 14:58:00,0.85,16362.0,United Kingdom,1,-4.25,9,Friday,14,1.0
C566209,23356,LOVE HOT WATER BOTTLE,-4,2011-09-09 15:04:00,5.95,16362.0,United Kingdom,1,-23.8,9,Friday,15,1.0
C566209,23355,HOT WATER BOTTLE KEEP CALM,-5,2011-09-09 15:04:00,4.95,16362.0,United Kingdom,1,-24.75,9,Friday,15,1.0
C566216,CRUK,CRUK Commission,-1,2011-09-09 15:17:00,15.96,14096.0,United Kingdom,1,-15.96,9,Friday,15,1.0
C566222,23118,PARISIENNE JEWELLERY DRAWER ,-1,2011-09-09 16:34:00,7.5,13458.0,United Kingdom,1,-7.5,9,Friday,16,1.0
C566223,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,-13,2011-09-09 16:36:00,0.85,16145.0,United Kingdom,1,-11.05,9,Friday,16,1.0
C566252,22856,ASSORTED EASTER DECORATIONS  BELLS,-19,2011-09-11 12:14:00,1.25,13527.0,United Kingdom,1,-23.75,9,Sunday,12,1.0
C566263,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,-1,2011-09-11 13:01:00,2.1,14606.0,United Kingdom,1,-2.1,9,Sunday,13,0.9999985441743822
C566280,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,2011-09-11 14:12:00,8.5,12748.0,United Kingdom,1,-8.5,9,Sunday,14,1.0
C566280,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-09-11 14:12:00,3.95,12748.0,United Kingdom,1,-7.9,9,Sunday,14,1.0
C566280,22723,SET OF 6 HERB TINS SKETCHBOOK,-1,2011-09-11 14:12:00,3.95,12748.0,United Kingdom,1,-3.95,9,Sunday,14,0.9999999999514344
C566313,20724,RED RETROSPOT CHARLOTTE BAG,-10,2011-09-12 09:43:00,0.85,13577.0,United Kingdom,1,-8.5,9,Monday,9,1.0
C566313,85099B,JUMBO BAG RED RETROSPOT,-10,2011-09-12 09:43:00,2.08,13577.0,United Kingdom,1,-20.8,9,Monday,9,1.0
C566384,22201,FRYING PAN BLUE POLKADOT,-1,2011-09-12 12:41:00,4.25,17811.0,United Kingdom,1,-4.25,9,Monday,12,0.9999999999935745
C566384,21588,RETROSPOT GIANT TUBE MATCHES,-1,2011-09-12 12:41:00,2.55,17811.0,United Kingdom,1,-2.55,9,Monday,12,0.9999999030598313
C566384,22843,BISCUIT TIN VINTAGE GREEN,-1,2011-09-12 12:41:00,6.75,17811.0,United Kingdom,1,-6.75,9,Monday,12,1.0
C566423,21622,VINTAGE UNION JACK CUSHION COVER,-2,2011-09-12 14:00:00,4.95,16984.0,United Kingdom,1,-9.9,9,Monday,14,1.0
C566445,22042,CHRISTMAS CARD SINGING ANGEL,-12,2011-09-12 15:35:00,0.42,14286.0,United Kingdom,1,-5.04,9,Monday,15,1.0
C566445,23193,BUFFALO BILL TREASURE BOOK BOX,-6,2011-09-12 15:35:00,2.25,14286.0,United Kingdom,1,-13.5,9,Monday,15,1.0
C566445,22583,PACK OF 6 HANDBAG GIFT BOXES,-1,2011-09-12 15:35:00,2.55,14286.0,United Kingdom,1,-2.55,9,Monday,15,0.9999998422280283
C566445,22208,WOOD STAMP SET THANK YOU,-1,2011-09-12 15:35:00,1.65,14286.0,United Kingdom,1,-1.65,9,Monday,15,0.9999742833911163
C566457,21528,DAIRY MAID TRADITIONAL TEAPOT ,-1,2011-09-12 17:02:00,6.95,17696.0,United Kingdom,1,-6.95,9,Monday,17,1.0
C566458,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-09-12 17:11:00,4.95,16191.0,United Kingdom,1,-4.95,9,Monday,17,0.9999999999997247
C566459,21535,RED RETROSPOT SMALL MILK JUG,-2,2011-09-12 17:17:00,2.55,13236.0,United Kingdom,1,-5.1,9,Monday,17,0.9999999999998546
C566459,23093,SMALL PARISIENNE HEART PHOTO FRAME ,-2,2011-09-12 17:17:00,2.49,13236.0,United Kingdom,1,-4.98,9,Monday,17,0.9999999999997431
C566459,23112,PARISIENNE CURIO CABINET,-1,2011-09-12 17:17:00,7.5,13236.0,United Kingdom,1,-7.5,9,Monday,17,1.0
C566460,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-09-12 17:19:00,4.95,18223.0,United Kingdom,1,-4.95,9,Monday,17,0.9999999999997247
C566460,23240,SET OF 4 KNICK KNACK TINS DOILY ,-3,2011-09-12 17:19:00,4.15,18223.0,United Kingdom,1,-12.45,9,Monday,17,1.0
C566460,85099B,JUMBO BAG RED RETROSPOT,-1,2011-09-12 17:19:00,2.08,18223.0,United Kingdom,1,-2.08,9,Monday,17,0.9999968789312694
C566460,21931,JUMBO STORAGE BAG SUKI,-1,2011-09-12 17:19:00,2.08,18223.0,United Kingdom,1,-2.08,9,Monday,17,0.9999968789312694
C566460,23189,SET OF 12 FORK CANDLES,-1,2011-09-12 17:19:00,2.89,18223.0,United Kingdom,1,-2.89,9,Monday,17,0.9999999681338775
C566461,23177,TREASURE ISLAND BOOK BOX,-2,2011-09-12 17:21:00,2.25,16713.0,United Kingdom,1,-4.5,9,Monday,17,0.9999999999975044
C566462,23240,SET OF 4 KNICK KNACK TINS DOILY ,-2,2011-09-12 17:49:00,4.15,14276.0,United Kingdom,1,-8.3,9,Monday,17,1.0
C566462,23051,RECYCLED ACAPULCO MAT BLUE,-1,2011-09-12 17:49:00,8.25,14276.0,United Kingdom,1,-8.25,9,Monday,17,1.0
C566462,20979,36 PENCILS TUBE RED RETROSPOT,-6,2011-09-12 17:49:00,1.25,14276.0,United Kingdom,1,-7.5,9,Monday,17,1.0
C566463,84978,HANGING HEART JAR T-LIGHT HOLDER,-6,2011-09-12 17:50:00,1.25,17449.0,United Kingdom,1,-7.5,9,Monday,17,1.0
C566463,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2011-09-12 17:50:00,8.5,17449.0,United Kingdom,1,-8.5,9,Monday,17,1.0
C566464,85053,FRENCH ENAMEL CANDLEHOLDER,-1,2011-09-12 17:54:00,2.1,15764.0,United Kingdom,1,-2.1,9,Monday,17,0.9999972129575093
C566464,23168,CLASSIC CAFE SUGAR DISPENSER,-1,2011-09-12 17:54:00,1.25,15764.0,United Kingdom,1,-1.25,9,Monday,17,0.9996577910344843
C566466,23178,JAM CLOCK MAGNET,-3,2011-09-12 18:00:00,2.89,13850.0,United Kingdom,1,-8.67,9,Monday,18,1.0
C566467,85099F,JUMBO BAG STRAWBERRY,-14,2011-09-12 18:04:00,2.08,14688.0,United Kingdom,1,-29.12,9,Monday,18,1.0
C566467,85099B,JUMBO BAG RED RETROSPOT,-10,2011-09-12 18:04:00,2.08,14688.0,United Kingdom,1,-20.8,9,Monday,18,1.0
C566467,84991,60 TEATIME FAIRY CAKE CASES,-27,2011-09-12 18:04:00,0.55,14688.0,United Kingdom,1,-14.85,9,Monday,18,1.0
C566467,23321,SMALL WHITE HEART OF WICKER,-5,2011-09-12 18:04:00,1.65,14688.0,United Kingdom,1,-8.25,9,Monday,18,1.0
C566467,23298,SPOTTY BUNTING,-8,2011-09-12 18:04:00,4.95,14688.0,United Kingdom,1,-39.6,9,Monday,18,1.0
C566467,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-15,2011-09-12 18:04:00,0.85,14688.0,United Kingdom,1,-12.75,9,Monday,18,1.0
C566467,23204,CHARLOTTE BAG APPLES DESIGN,-19,2011-09-12 18:04:00,0.85,14688.0,United Kingdom,1,-16.15,9,Monday,18,1.0
C566467,23201,JUMBO BAG ALPHABET,-7,2011-09-12 18:04:00,2.08,14688.0,United Kingdom,1,-14.56,9,Monday,18,1.0
C566467,23199,JUMBO BAG APPLES,-14,2011-09-12 18:04:00,2.08,14688.0,United Kingdom,1,-29.12,9,Monday,18,1.0
C566467,22998,TRAVEL CARD WALLET KEEP CALM,-36,2011-09-12 18:04:00,0.42,14688.0,United Kingdom,1,-15.12,9,Monday,18,1.0
C566467,22384,LUNCH BAG PINK POLKADOT,-14,2011-09-12 18:04:00,1.65,14688.0,United Kingdom,1,-23.1,9,Monday,18,1.0
C566467,22380,TOY TIDY SPACEBOY  ,-6,2011-09-12 18:04:00,2.1,14688.0,United Kingdom,1,-12.6,9,Monday,18,1.0
C566467,22356,CHARLOTTE BAG PINK POLKADOT,-20,2011-09-12 18:04:00,0.85,14688.0,United Kingdom,1,-17.0,9,Monday,18,1.0
C566467,22355,CHARLOTTE BAG SUKI DESIGN,-14,2011-09-12 18:04:00,0.85,14688.0,United Kingdom,1,-11.9,9,Monday,18,1.0
C566467,22197,POPCORN HOLDER,-14,2011-09-12 18:04:00,0.85,14688.0,United Kingdom,1,-11.9,9,Monday,18,1.0
C566467,21931,JUMBO STORAGE BAG SUKI,-11,2011-09-12 18:04:00,2.08,14688.0,United Kingdom,1,-22.880000000000003,9,Monday,18,1.0
C566467,21212,PACK OF 72 RETROSPOT CAKE CASES,-17,2011-09-12 18:04:00,0.55,14688.0,United Kingdom,1,-9.35,9,Monday,18,1.0
C566467,20728,LUNCH BAG CARS BLUE,-9,2011-09-12 18:04:00,1.65,14688.0,United Kingdom,1,-14.85,9,Monday,18,1.0
C566467,20725,LUNCH BAG RED RETROSPOT,-9,2011-09-12 18:04:00,1.65,14688.0,United Kingdom,1,-14.85,9,Monday,18,1.0
C566467,20724,RED RETROSPOT CHARLOTTE BAG,-32,2011-09-12 18:04:00,0.85,14688.0,United Kingdom,1,-27.2,9,Monday,18,1.0
C566467,20723,STRAWBERRY CHARLOTTE BAG,-20,2011-09-12 18:04:00,0.85,14688.0,United Kingdom,1,-17.0,9,Monday,18,1.0
C566467,20719,WOODLAND CHARLOTTE BAG,-14,2011-09-12 18:04:00,0.85,14688.0,United Kingdom,1,-11.9,9,Monday,18,1.0
